Store_Dept_Date,Weekly_Sales
1_90_2012-11-16,93253.53610000003
1_91_2012-11-16,68682.0629
1_92_2012-11-16,100000.0
1_93_2012-11-16,82735.42539999995
1_94_2012-11-16,61687.03299999999
1_95_2012-11-16,100000.0
1_96_2012-11-16,31631.240699999995
1_97_2012-11-16,36412.931100000016
1_98_2012-11-16,14870.811700000013
1_1_2012-11-23,22352.905300000006
1_2_2012-11-23,46987.13659999998
1_3_2012-11-23,10604.122900000006
1_4_2012-11-23,45294.00150000002
1_5_2012-11-23,68123.28050000005
1_6_2012-11-23,20196.224300000005
1_7_2012-11-23,79472.85599999999
1_8_2012-11-23,35996.140699999996
1_9_2012-11-23,39953.150600000015
1_10_2012-11-23,31510.85019999997
1_11_2012-11-23,28748.233200000028
1_12_2012-11-23,9100.659399999995
1_13_2012-11-23,37671.29000000001
1_14_2012-11-23,52479.21450000001
1_16_2012-11-23,8136.508899999999
1_17_2012-11-23,12127.136399999996
1_18_2012-11-23,25046.1992
1_19_2012-11-23,1217.6382999999994
1_20_2012-11-23,4812.487500000002
1_21_2012-11-23,9809.266000000003
1_22_2012-11-23,17870.37250000002
1_23_2012-11-23,33013.42980000002
1_24_2012-11-23,13914.574799999997
1_25_2012-11-23,12637.750899999986
1_26_2012-11-23,8915.429600000005
1_27_2012-11-23,2129.683400000002
1_28_2012-11-23,809.7902999999999
1_29_2012-11-23,5873.773000000004
1_30_2012-11-23,2734.219599999999
1_31_2012-11-23,1539.9724999999994
1_32_2012-11-23,8900.959599999995
1_33_2012-11-23,10178.851799999988
1_34_2012-11-23,14872.172200000006
1_35_2012-11-23,2818.8673999999974
1_36_2012-11-23,2476.9275
1_37_2012-11-23,2716.560700000002
1_38_2012-11-23,64000.44550000006
1_40_2012-11-23,60462.80549999998
1_41_2012-11-23,2725.9104000000016
1_42_2012-11-23,7514.335300000001
1_44_2012-11-23,7271.979899999997
1_46_2012-11-23,18688.642700000004
1_48_2012-11-23,3426.5896999999995
1_49_2012-11-23,9127.001799999998
1_52_2012-11-23,3378.6756999999993
1_54_2012-11-23,41.361200000000025
1_55_2012-11-23,41813.171599999994
1_56_2012-11-23,1413.859899999999
1_58_2012-11-23,4078.46
1_59_2012-11-23,1081.8170000000002
1_60_2012-11-23,918.1340000000002
1_67_2012-11-23,6976.493000000005
1_71_2012-11-23,4727.9349999999995
1_72_2012-11-23,96121.09790000001
1_74_2012-11-23,18378.763799999986
1_79_2012-11-23,32010.344499999996
1_80_2012-11-23,19136.110700000012
1_81_2012-11-23,30713.734
1_82_2012-11-23,21956.904599999994
1_83_2012-11-23,5273.135599999996
1_85_2012-11-23,3579.884600000001
1_87_2012-11-23,47782.1351
1_90_2012-11-23,93352.59800000003
1_91_2012-11-23,61708.5795
1_92_2012-11-23,100000.0
1_93_2012-11-23,81575.00819999995
1_94_2012-11-23,69048.7999
1_95_2012-11-23,100000.0
1_96_2012-11-23,39360.73380000002
1_97_2012-11-23,33863.427400000015
1_98_2012-11-23,19519.228000000006
1_99_2012-11-23,2687.8503
1_1_2012-11-30,38348.445900000006
1_2_2012-11-30,47535.99349999999
1_3_2012-11-30,10487.868799999991
1_4_2012-11-30,43649.28920000002
1_5_2012-11-30,48825.88640000002
1_6_2012-11-30,9445.601899999998
1_7_2012-11-30,47253.81879999997
1_8_2012-11-30,37474.842499999984
1_9_2012-11-30,41255.28640000004
1_10_2012-11-30,30957.77199999998
1_11_2012-11-30,27751.670600000016
1_12_2012-11-30,7875.960499999992
1_13_2012-11-30,37046.03379999999
1_14_2012-11-30,40065.99530000004
1_16_2012-11-30,7115.985599999997
1_17_2012-11-30,11045.7661
1_18_2012-11-30,24248.8816
1_19_2012-11-30,1321.2198999999994
1_20_2012-11-30,4519.618800000003
1_21_2012-11-30,8762.081900000001
1_22_2012-11-30,11719.144999999995
1_23_2012-11-30,27500.575099999987
1_24_2012-11-30,10334.287800000002
1_25_2012-11-30,11768.272499999997
1_26_2012-11-30,6861.801600000001
1_27_2012-11-30,1845.155900000002
1_28_2012-11-30,825.1630000000001
1_29_2012-11-30,5958.4375
1_30_2012-11-30,2583.706800000001
1_31_2012-11-30,1542.3501
1_32_2012-11-30,7473.3741
1_33_2012-11-30,7298.169399999995
1_34_2012-11-30,13543.842500000004
1_35_2012-11-30,2552.615799999999
1_36_2012-11-30,2118.991699999999
1_37_2012-11-30,2470.0233000000003
1_38_2012-11-30,66626.5374
1_40_2012-11-30,59430.866499999975
1_41_2012-11-30,2022.3983000000005
1_42_2012-11-30,7240.810699999999
1_44_2012-11-30,6694.517499999999
1_45_2012-11-30,27.129999999999978
1_46_2012-11-30,17697.734199999995
1_48_2012-11-30,3099.6409999999996
1_49_2012-11-30,9539.843299999999
1_52_2012-11-30,2765.0080000000016
1_54_2012-11-30,55.702800000000046
1_55_2012-11-30,28047.115700000028
1_56_2012-11-30,832.2983999999997
1_58_2012-11-30,3992.07
1_59_2012-11-30,1551.1712999999995
1_60_2012-11-30,949.8919999999998
1_67_2012-11-30,7609.559500000006
1_71_2012-11-30,3249.271299999999
1_72_2012-11-30,53515.932400000005
1_74_2012-11-30,10755.183999999997
1_79_2012-11-30,30298.13740000002
1_80_2012-11-30,18597.221300000005
1_81_2012-11-30,29798.875099999997
1_82_2012-11-30,20542.321200000006
1_83_2012-11-30,5153.577899999995
1_85_2012-11-30,3578.7402
1_87_2012-11-30,48057.25080000001
1_90_2012-11-30,86528.27319999997
1_91_2012-11-30,58311.79849999999
1_92_2012-11-30,100000.0
1_93_2012-11-30,75842.2382
1_94_2012-11-30,67843.28929999995
1_95_2012-11-30,99721.58399999999
1_96_2012-11-30,35976.1801
1_97_2012-11-30,32837.30690000002
1_98_2012-11-30,16103.49830000001
1_99_2012-11-30,2861.7504000000004
1_1_2012-12-07,53568.25399999996
1_2_2012-12-07,48431.83100000003
1_3_2012-12-07,15013.998899999997
1_4_2012-12-07,40722.37739999999
1_5_2012-12-07,51229.7096
1_6_2012-12-07,10505.8205
1_7_2012-12-07,68594.5576
1_8_2012-12-07,52116.938100000036
1_9_2012-12-07,38980.7319
1_10_2012-12-07,30604.5619
1_11_2012-12-07,29976.2926
1_12_2012-12-07,10757.066100000005
1_13_2012-12-07,41706.48909999999
1_14_2012-12-07,40415.579400000046
1_16_2012-12-07,9085.893900000003
1_17_2012-12-07,18291.0273
1_18_2012-12-07,67302.65929999998
1_19_2012-12-07,1338.9287999999992
1_20_2012-12-07,5290.317100000002
1_21_2012-12-07,10070.517799999998
1_22_2012-12-07,9739.4294
1_23_2012-12-07,42712.60649999999
1_24_2012-12-07,13021.388499999994
1_25_2012-12-07,11824.464600000007
1_26_2012-12-07,8016.046099999996
1_27_2012-12-07,4963.6388
1_28_2012-12-07,776.2365999999998
1_29_2012-12-07,10764.519399999992
1_30_2012-12-07,2591.550099999999
1_31_2012-12-07,4824.486700000001
1_32_2012-12-07,22292.079300000005
1_33_2012-12-07,17868.513600000017
1_34_2012-12-07,12614.2486
1_35_2012-12-07,2906.1095
1_36_2012-12-07,1919.033700000001
1_37_2012-12-07,2757.6086999999984
1_38_2012-12-07,82169.79020000002
1_40_2012-12-07,61896.034199999965
1_41_2012-12-07,1642.3502000000005
1_42_2012-12-07,7364.3376999999955
1_44_2012-12-07,7024.039499999997
1_45_2012-12-07,20.48350000000002
1_46_2012-12-07,39130.22379999998
1_48_2012-12-07,1849.4228999999998
1_49_2012-12-07,10169.450399999994
1_52_2012-12-07,2771.4682999999995
1_54_2012-12-07,62.60700000000006
1_55_2012-12-07,21110.382000000012
1_56_2012-12-07,1837.6664000000005
1_58_2012-12-07,4362.4585
1_59_2012-12-07,5777.796000000001
1_60_2012-12-07,1510.802
1_67_2012-12-07,9323.857600000005
1_71_2012-12-07,2836.1841000000004
1_72_2012-12-07,56996.16409999998
1_74_2012-12-07,10426.140000000005
1_79_2012-12-07,42323.0058
1_80_2012-12-07,20634.35620000001
1_81_2012-12-07,33164.646499999995
1_82_2012-12-07,43995.62130000003
1_83_2012-12-07,6138.583899999998
1_85_2012-12-07,5600.677200000006
1_87_2012-12-07,58735.44740000002
1_90_2012-12-07,95450.16140000006
1_91_2012-12-07,71858.30170000001
1_92_2012-12-07,100000.0
1_93_2012-12-07,84275.52279999998
1_94_2012-12-07,62124.66790000004
1_95_2012-12-07,100000.0
1_96_2012-12-07,35542.565899999994
1_97_2012-12-07,38394.38939999998
1_98_2012-12-07,13578.556400000009
1_99_2012-12-07,1706.2577999999996
1_1_2012-12-14,45497.02119999998
1_2_2012-12-14,48872.17029999998
1_3_2012-12-14,12435.2666
1_4_2012-12-14,38343.84210000003
1_5_2012-12-14,43615.907300000006
1_6_2012-12-14,7416.597400000002
1_7_2012-12-14,61734.02509999998
1_8_2012-12-14,36534.8131
1_9_2012-12-14,28104.034000000003
1_10_2012-12-14,30019.611499999995
1_11_2012-12-14,29538.3517
1_12_2012-12-14,7766.965699999995
1_13_2012-12-14,37001.515799999994
1_14_2012-12-14,23737.533000000007
1_16_2012-12-14,5235.6672
1_17_2012-12-14,11098.716800000002
1_18_2012-12-14,32218.794999999995
1_19_2012-12-14,1403.5960999999995
1_20_2012-12-14,3413.7350000000006
1_21_2012-12-14,9493.696900000004
1_22_2012-12-14,11006.833599999994
1_23_2012-12-14,33181.46019999998
1_24_2012-12-14,10593.671699999999
1_25_2012-12-14,11366.348300000005
1_26_2012-12-14,8200.005099999995
1_27_2012-12-14,3114.0469000000016
1_28_2012-12-14,760.0749000000002
1_29_2012-12-14,7218.664599999998
1_30_2012-12-14,2381.1137000000003
1_31_2012-12-14,3580.5211
1_32_2012-12-14,15276.540500000005
1_33_2012-12-14,10385.9799
1_34_2012-12-14,13012.9934
1_35_2012-12-14,2738.8259999999987
1_36_2012-12-14,2453.7325
1_37_2012-12-14,2476.152
1_38_2012-12-14,76222.11300000004
1_40_2012-12-14,60929.36190000004
1_41_2012-12-14,1555.4386000000004
1_42_2012-12-14,6668.452499999997
1_44_2012-12-14,6615.8028
1_46_2012-12-14,31073.4554
1_48_2012-12-14,1919.67
1_49_2012-12-14,9930.596999999998
1_52_2012-12-14,2756.126500000001
1_54_2012-12-14,55.52640000000004
1_55_2012-12-14,19557.0327
1_56_2012-12-14,1486.9071999999987
1_58_2012-12-14,4348.11
1_59_2012-12-14,3701.978
1_60_2012-12-14,1504.63
1_67_2012-12-14,8916.712799999998
1_71_2012-12-14,2793.0216999999993
1_72_2012-12-14,59591.104499999994
1_74_2012-12-14,9900.8721
1_79_2012-12-14,32680.815300000006
1_80_2012-12-14,19287.6698
1_81_2012-12-14,30876.948799999995
1_82_2012-12-14,31842.364299999972
1_83_2012-12-14,5861.975699999999
1_85_2012-12-14,5910.297400000005
1_87_2012-12-14,47483.42850000001
1_90_2012-12-14,94316.53010000009
1_91_2012-12-14,67979.98499999997
1_92_2012-12-14,100000.0
1_93_2012-12-14,79024.26779999997
1_94_2012-12-14,57131.91040000002
1_95_2012-12-14,100000.0
1_96_2012-12-14,32287.406100000007
1_97_2012-12-14,36791.99870000002
1_98_2012-12-14,14627.009400000012
1_99_2012-12-14,1079.5792000000001
1_1_2012-12-21,63866.89290000005
1_2_2012-12-21,54692.846900000004
1_3_2012-12-21,12421.073000000006
1_4_2012-12-21,40781.91370000001
1_5_2012-12-21,65237.853800000055
1_6_2012-12-21,12992.359700000006
1_7_2012-12-21,85329.51669999998
1_8_2012-12-21,49001.311200000004
1_9_2012-12-21,36773.0598
1_10_2012-12-21,30373.41829999999
1_11_2012-12-21,29101.468000000023
1_12_2012-12-21,9647.422500000004
1_13_2012-12-21,37198.73880000001
1_14_2012-12-21,45082.235700000005
1_16_2012-12-21,6470.410799999996
1_17_2012-12-21,17870.621499999994
1_18_2012-12-21,40590.72609999999
1_19_2012-12-21,1886.2683
1_20_2012-12-21,4725.410999999998
1_21_2012-12-21,10928.462099999997
1_22_2012-12-21,12658.77239999999
1_23_2012-12-21,49351.03499999999
1_24_2012-12-21,13617.41629999999
1_25_2012-12-21,13095.285299999998
1_26_2012-12-21,9367.508799999996
1_27_2012-12-21,5501.973199999994
1_28_2012-12-21,850.2707000000005
1_29_2012-12-21,10653.903899999992
1_30_2012-12-21,2397.543600000002
1_31_2012-12-21,6235.6277
1_32_2012-12-21,44914.04039999999
1_33_2012-12-21,17547.7641
1_34_2012-12-21,12994.820899999999
1_35_2012-12-21,3057.179399999998
1_36_2012-12-21,3306.979
1_37_2012-12-21,2711.2363000000005
1_38_2012-12-21,69766.35950000004
1_40_2012-12-21,60638.52280000001
1_41_2012-12-21,2400.6683000000003
1_42_2012-12-21,7060.472699999999
1_44_2012-12-21,7232.269299999998
1_46_2012-12-21,46487.32039999996
1_47_2012-12-21,-126.0858
1_48_2012-12-21,3032.9341999999997
1_49_2012-12-21,9999.197899999997
1_52_2012-12-21,2727.1388
1_54_2012-12-21,75.22260000000007
1_55_2012-12-21,22400.35629999999
1_56_2012-12-21,948.9500999999998
1_58_2012-12-21,4169.579699999999
1_59_2012-12-21,8537.864
1_60_2012-12-21,1442.2220000000004
1_67_2012-12-21,12598.503400000012
1_71_2012-12-21,3252.7283999999972
1_72_2012-12-21,69476.4471
1_74_2012-12-21,13311.4581
1_79_2012-12-21,31472.589400000023
1_80_2012-12-21,19776.06880000002
1_81_2012-12-21,31176.5541
1_82_2012-12-21,50871.53080000003
1_83_2012-12-21,5676.682799999999
1_85_2012-12-21,6963.121100000009
1_87_2012-12-21,48532.70469999998
1_90_2012-12-21,90935.31680000007
1_91_2012-12-21,63603.22189999996
1_92_2012-12-21,100000.0
1_93_2012-12-21,77645.43829999998
1_94_2012-12-21,64556.60769999998
1_95_2012-12-21,100000.0
1_96_2012-12-21,36005.5349
1_97_2012-12-21,36883.451499999996
1_98_2012-12-21,16225.483300000016
1_99_2012-12-21,1759.0557000000001
1_1_2012-12-28,22387.38600000001
1_2_2012-12-28,48129.301400000004
1_3_2012-12-28,10696.926999999994
1_4_2012-12-28,40458.96880000005
1_5_2012-12-28,60698.73269999999
1_6_2012-12-28,14004.239800000003
1_7_2012-12-28,54183.33289999995
1_8_2012-12-28,38937.32199999995
1_9_2012-12-28,31715.8704
1_10_2012-12-28,31101.86579999998
1_11_2012-12-28,26208.397900000014
1_12_2012-12-28,8096.033799999994
1_13_2012-12-28,36707.68560000004
1_14_2012-12-28,37749.48900000003
1_16_2012-12-28,5099.2143000000015
1_17_2012-12-28,11977.885699999992
1_18_2012-12-28,18400.0164
1_19_2012-12-28,1802.3237999999992
1_20_2012-12-28,4531.559400000006
1_21_2012-12-28,8322.987400000004
1_22_2012-12-28,14433.390300000012
1_23_2012-12-28,29618.0449
1_24_2012-12-28,13071.948599999996
1_25_2012-12-28,10546.3269
1_26_2012-12-28,9180.029399999998
1_27_2012-12-28,2398.4071999999987
1_28_2012-12-28,775.6319000000007
1_29_2012-12-28,7682.095799999996
1_30_2012-12-28,2384.499500000001
1_31_2012-12-28,2401.4267
1_32_2012-12-28,12981.90619999999
1_33_2012-12-28,5736.623700000001
1_34_2012-12-28,12083.4879
1_35_2012-12-28,2691.8665999999994
1_36_2012-12-28,2781.3176999999996
1_37_2012-12-28,2605.7417999999993
1_38_2012-12-28,69367.12760000008
1_40_2012-12-28,58128.3953
1_41_2012-12-28,1932.4655000000005
1_42_2012-12-28,7165.660400000001
1_44_2012-12-28,6108.966300000005
1_46_2012-12-28,26726.461299999995
1_48_2012-12-28,3131.0359999999996
1_49_2012-12-28,11880.57909999999
1_52_2012-12-28,2640.916199999999
1_54_2012-12-28,76.21860000000007
1_55_2012-12-28,36550.2594
1_56_2012-12-28,738.3429999999998
1_58_2012-12-28,3590.63
1_59_2012-12-28,5983.433800000002
1_60_2012-12-28,721.4239999999998
1_67_2012-12-28,8197.565999999999
1_71_2012-12-28,3581.5892000000026
1_72_2012-12-28,78315.24200000004
1_74_2012-12-28,14663.285800000003
1_79_2012-12-28,29111.929500000017
1_80_2012-12-28,18076.360900000018
1_81_2012-12-28,28468.836399999975
1_82_2012-12-28,35229.92199999998
1_83_2012-12-28,5136.4462
1_85_2012-12-28,4880.044899999997
1_87_2012-12-28,48649.777699999984
1_90_2012-12-28,84866.66869999995
1_91_2012-12-28,55191.486499999985
1_92_2012-12-28,100000.0
1_93_2012-12-28,59309.0513
1_94_2012-12-28,53270.431800000006
1_95_2012-12-28,96337.83390000006
1_96_2012-12-28,36434.007000000005
1_97_2012-12-28,33460.628800000006
1_98_2012-12-28,15804.783200000014
1_99_2012-12-28,392.69989999999996
1_1_2013-01-04,18023.527899999975
1_2_2013-01-04,46056.364400000006
1_3_2013-01-04,12518.292999999998
1_4_2013-01-04,38248.13510000002
1_5_2013-01-04,24213.197300000014
1_6_2013-01-04,2567.9721999999974
1_7_2013-01-04,11778.590500000002
1_8_2013-01-04,38482.37900000001
1_9_2013-01-04,16971.791700000005
1_10_2013-01-04,26952.113700000005
1_11_2013-01-04,24071.887800000022
1_12_2013-01-04,7955.522899999998
1_13_2013-01-04,39852.94229999997
1_14_2013-01-04,15064.016699999995
1_16_2013-01-04,6107.357299999995
1_17_2013-01-04,8968.7569
1_18_2013-01-04,6393.747700000002
1_19_2013-01-04,1039.7153000000005
1_20_2013-01-04,3482.5417999999995
1_21_2013-01-04,7660.912900000004
1_22_2013-01-04,8967.398899999991
1_23_2013-01-04,17810.4936
1_24_2013-01-04,6203.153899999997
1_25_2013-01-04,6786.872000000002
1_26_2013-01-04,4368.814599999995
1_27_2013-01-04,1928.7353000000003
1_28_2013-01-04,734.2582999999998
1_29_2013-01-04,4905.0421
1_30_2013-01-04,2739.3986000000004
1_31_2013-01-04,3126.956700000003
1_32_2013-01-04,4388.201300000004
1_33_2013-01-04,3741.1552
1_34_2013-01-04,8577.094999999998
1_35_2013-01-04,2060.910800000002
1_36_2013-01-04,1333.2148000000002
1_37_2013-01-04,3090.559000000003
1_38_2013-01-04,89756.45069999994
1_40_2013-01-04,64569.75149999998
1_41_2013-01-04,487.24210000000005
1_42_2013-01-04,7798.489200000005
1_44_2013-01-04,4259.2819000000045
1_46_2013-01-04,16499.9257
1_48_2013-01-04,858.19
1_49_2013-01-04,10875.579000000002
1_52_2013-01-04,1728.6383999999994
1_54_2013-01-04,33.26860000000002
1_55_2013-01-04,12189.645700000003
1_56_2013-01-04,889.1808999999998
1_58_2013-01-04,2793.7081
1_59_2013-01-04,466.37140000000016
1_60_2013-01-04,1261.0560000000007
1_67_2013-01-04,6322.865300000001
1_71_2013-01-04,2636.187999999997
1_72_2013-01-04,44144.114199999996
1_74_2013-01-04,12071.636
1_79_2013-01-04,42732.29349999997
1_80_2013-01-04,18370.257000000005
1_81_2013-01-04,30399.298800000022
1_82_2013-01-04,20851.62279999999
1_83_2013-01-04,6140.8762000000015
1_85_2013-01-04,3026.6863999999973
1_87_2013-01-04,61647.413800000024
1_90_2013-01-04,87592.9596
1_91_2013-01-04,67194.29070000003
1_92_2013-01-04,100000.0
1_93_2013-01-04,76423.5204
1_94_2013-01-04,64391.08430000006
1_95_2013-01-04,99846.93439999997
1_96_2013-01-04,30381.271600000007
1_97_2013-01-04,36195.92280000001
1_98_2013-01-04,11942.290500000003
1_1_2013-01-11,17481.81729999998
1_2_2013-01-11,44788.26659999997
1_3_2013-01-11,12884.764100000004
1_4_2013-01-11,36532.3062
1_5_2013-01-11,23034.862600000004
1_6_2013-01-11,2727.1694999999995
1_7_2013-01-11,10685.6402
1_8_2013-01-11,35700.098900000005
1_9_2013-01-11,16331.010199999997
1_10_2013-01-11,26533.237000000016
1_11_2013-01-11,23422.874400000004
1_12_2013-01-11,8025.181499999997
1_13_2013-01-11,38121.668200000015
1_14_2013-01-11,15306.991699999999
1_16_2013-01-11,7042.601999999998
1_17_2013-01-11,8934.061
1_18_2013-01-11,3601.342800000001
1_19_2013-01-11,797.9998000000005
1_20_2013-01-11,4043.188700000001
1_21_2013-01-11,7465.670899999997
1_22_2013-01-11,8439.789099999993
1_23_2013-01-11,16410.345899999986
1_24_2013-01-11,4141.748300000001
1_25_2013-01-11,6196.463399999997
1_26_2013-01-11,4333.884099999999
1_27_2013-01-11,1716.4628999999998
1_28_2013-01-11,641.0878000000005
